Cycle No.,Cyctype,Date,Site,Location,Group,Plot,New tags ,Dead tags,Species,Tagstatus,,October dead cycle,,,,,,,,
3,D,17-Jan-16,S2,L1,G1,7,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S2,L1,G2,1,NA,2,,T,,,,,,,,,,
3,D,17-Jan-16,S2,L1,G2,1,NA,3,,T,,,,,,,,,,
3,D,17-Jan-16,S2,L1,G2,2,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S2,L1,G2,5,NA,1,,T,,,,,,,,,,
3,D,17-Jan-16,S2,L1,G2,6,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S2,L1,G2,7,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S2,L1,G3,1,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S2,L1,G3,2,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S2,L1,G3,5,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S2,L1,G3,6,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S2,L1,G3,7,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G1,1,NA,2,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G1,2,NA,1,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G1,5,NA,1,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G1,5,NA,2,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G1,5,NA,3,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G1,6,NA,1,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G1,6,NA,2,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G1,6,NA,4,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G1,7,NA,1,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G1,7,NA,2,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G1,7,NA,3,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G1,7,NA,4,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G1,7,NA,5,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G1,7,NA,6,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G2,1,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G2,2,NA,2,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G2,5,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G2,6,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G2,7,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G3,1,NA,1,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G3,1,NA,2,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G3,2,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G3,5,NA,1,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G3,5,NA,2,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G3,6,NA,1,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G3,6,NA,2,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G3,6,NA,3,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L1,G3,7,NA,2,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L2,G1,1,NA,1,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L2,G1,2,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L2,G1,5,NA,1,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L2,G1,6,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L2,G1,7,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L2,G2,1,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L2,G2,2,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L2,G2,5,NA,1,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L2,G2,6,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L2,G2,7,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L2,G3,1,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L2,G3,2,NA,10,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L2,G3,5,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L2,G3,6,NA,1,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L2,G3,7,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L3,G1,1,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L3,G1,2,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L3,G1,5,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L3,G1,6,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L3,G1,7,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L3,G2,1,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L3,G2,2,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L3,G2,5,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L3,G2,6,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L3,G2,7,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L3,G3,1,NA,1,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L3,G3,2,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L3,G3,5,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L3,G3,6,NA,0,,T,,,,,,,,,,
3,D,17-Jan-16,S1,L3,G3,7,NA,0,,T,,,,,,,,,,
3,D,NA,S3,L1,G1,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L1,G1,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L1,G1,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L1,G1,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L1,G1,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L1,G2,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L1,G2,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L1,G2,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L1,G2,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L1,G2,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L1,G3,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L1,G3,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L1,G3,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L1,G3,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L1,G3,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L2,G1,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L2,G1,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L2,G1,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L2,G1,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L2,G1,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L2,G2,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L2,G2,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L2,G2,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L2,G2,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L2,G2,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L2,G3,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L2,G3,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L2,G3,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L2,G3,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L2,G3,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L1,G1,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L1,G1,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L1,G1,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L1,G1,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L1,G1,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L1,G2,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L1,G2,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L1,G2,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L1,G2,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L1,G2,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L1,G3,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L1,G3,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L1,G3,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L1,G3,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L1,G3,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L2,G1,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L2,G1,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L2,G1,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L2,G1,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L2,G1,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L2,G2,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L2,G2,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L2,G2,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L2,G2,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L2,G2,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L2,G3,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L2,G3,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L2,G3,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L2,G3,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L2,G3,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L3,G1,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L3,G1,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L3,G1,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L3,G1,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L3,G1,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L3,G2,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L3,G2,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L3,G2,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L3,G2,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L3,G2,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L3,G3,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L3,G3,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L3,G3,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L3,G3,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S39,L3,G3,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S6,L1,G1,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S6,L1,G1,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S6,L1,G1,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S6,L1,G1,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S6,L1,G1,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S6,L1,G2,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S6,L1,G2,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S6,L1,G2,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S6,L1,G2,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S6,L1,G2,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S6,L1,G3,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S6,L1,G3,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S6,L1,G3,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S6,L1,G3,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S6,L1,G3,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S8,L1,G1,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S8,L1,G1,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S8,L1,G1,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S8,L1,G1,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S8,L1,G1,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S8,L1,G2,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S8,L1,G2,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S8,L1,G2,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S8,L1,G2,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S8,L1,G2,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S8,L1,G3,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S8,L1,G3,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S8,L1,G3,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S8,L1,G3,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S8,L1,G3,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L3,G1,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L3,G1,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L3,G1,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L3,G1,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L3,G1,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L3,G2,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L3,G2,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L3,G2,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L3,G2,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L3,G2,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L3,G3,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L3,G3,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L3,G3,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L3,G3,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L3,G3,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L4,G1,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L4,G1,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L4,G1,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L4,G1,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L4,G1,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L4,G2,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L4,G2,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L4,G2,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L4,G2,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L4,G2,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L4,G3,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L4,G3,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L4,G3,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L4,G3,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S3,L4,G3,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L1,G1,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L1,G1,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L1,G1,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L1,G1,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L1,G1,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L1,G2,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L1,G2,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L1,G2,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L1,G2,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L1,G2,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L1,G3,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L1,G3,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L1,G3,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L1,G3,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L1,G3,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L2,G1,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L2,G1,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L2,G1,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L2,G1,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L2,G1,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L2,G2,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L2,G2,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L2,G2,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L2,G2,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L2,G2,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L2,G3,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L2,G3,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L2,G3,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L2,G3,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L2,G3,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L3,G1,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L3,G1,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L3,G1,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L3,G1,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L3,G1,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L3,G2,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L3,G2,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L3,G2,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L3,G2,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L3,G2,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L3,G3,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L3,G3,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L3,G3,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L3,G3,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S7,L3,G3,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L1,G1,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L1,G1,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L1,G1,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L1,G1,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L1,G1,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L1,G2,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L1,G2,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L1,G2,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L1,G2,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L1,G2,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L1,G3,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L1,G3,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L1,G3,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L1,G3,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L1,G3,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L2,G1,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L2,G1,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L2,G1,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L2,G1,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L2,G1,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L2,G2,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L2,G2,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L2,G2,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L2,G2,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L2,G2,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L2,G3,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L2,G3,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L2,G3,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L2,G3,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S12,L2,G3,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S14,L1,G1,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S14,L1,G1,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S14,L1,G1,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S14,L1,G1,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S14,L1,G1,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S14,L1,G2,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S14,L1,G2,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S14,L1,G2,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S14,L1,G2,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S14,L1,G2,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S14,L1,G3,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S14,L1,G3,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S14,L1,G3,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S14,L1,G3,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S14,L1,G3,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S9,L1,G1,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S9,L1,G1,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S9,L1,G1,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S9,L1,G1,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S9,L1,G1,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S9,L1,G2,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S9,L1,G2,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S9,L1,G2,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S9,L1,G2,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S9,L1,G2,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S9,L1,G3,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S9,L1,G3,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S9,L1,G3,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S9,L1,G3,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S9,L1,G3,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S33,L1,G1,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S33,L1,G1,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S33,L1,G1,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S33,L1,G1,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S33,L1,G1,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S33,L1,G2,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S33,L1,G2,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S33,L1,G2,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S33,L1,G2,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S33,L1,G2,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S33,L1,G3,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S33,L1,G3,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S33,L1,G3,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S33,L1,G3,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S33,L1,G3,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S11,L2,G1,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S11,L2,G1,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S11,L2,G1,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S11,L2,G1,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S11,L2,G1,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S11,L2,G2,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S11,L2,G2,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S11,L2,G2,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S11,L2,G2,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S11,L2,G2,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S11,L2,G3,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S11,L2,G3,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S11,L2,G3,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S11,L2,G3,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S11,L2,G3,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S17,L1,G1,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S17,L1,G1,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S17,L1,G1,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S17,L1,G1,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S17,L1,G1,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S17,L1,G2,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S17,L1,G2,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S17,L1,G2,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S17,L1,G2,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S17,L1,G2,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S17,L1,G3,1,NA,NA,,T,,,,,,,,,,
3,D,NA,S17,L1,G3,2,NA,NA,,T,,,,,,,,,,
3,D,NA,S17,L1,G3,5,NA,NA,,T,,,,,,,,,,
3,D,NA,S17,L1,G3,6,NA,NA,,T,,,,,,,,,,
3,D,NA,S17,L1,G3,7,NA,NA,,T,,,,,,,,,,
3,D,NA,S11,L1,G1,1,NA,0,,T,,,,,,,,,,
3,D,NA,S11,L1,G1,2,NA,0,,T,,,,,,,,,,
3,D,NA,S11,L1,G1,5,NA,0,,T,,,,,,,,,,
3,D,NA,S11,L1,G1,6,NA,1,,T,,,,,,,,,,
3,D,NA,S11,L1,G1,7,NA,0,,T,,,,,,,,,,
3,D,NA,S11,L1,G2,1,NA,0,,T,,,,,,,,,,
3,D,NA,S11,L1,G2,2,NA,0,,T,,,,,,,,,,
3,D,NA,S11,L1,G2,5,NA,0,,T,,,,,,,,,,
3,D,NA,S11,L1,G2,6,NA,0,,T,,,,,,,,,,
3,D,NA,S11,L1,G2,7,NA,0,,T,,,,,,,,,,
3,D,NA,S11,L1,G3,1,NA,0,,T,,,,,,,,,,
3,D,NA,S11,L1,G3,2,NA,0,,T,,,,,,,,,,
3,D,NA,S11,L1,G3,5,NA,1,,T,,,,,,,,,,
3,D,NA,S11,L1,G3,6,NA,0,,T,,,,,,,,,,
